chapter#,verse#,verse,chapter,cluster
3,178,ولا يحسبن الذين كفروا انما نملي لهم خير لانفسهم انما نملي لهم ليزدادوا اثما ولهم عذاب مهين,سورة ال عمران,17
3,179,ما كان الله ليذر المؤمنين علىٰ ما انتم عليه حتىٰ يميز الخبيث من الطيب وما كان الله ليطلعكم على الغيب ولٰكن الله يجتبي من رسله من يشاء فامنوا بالله ورسله وان تؤمنوا وتتقوا فلكم اجر عظيم,سورة ال عمران,46
3,180,ولا يحسبن الذين يبخلون بما ءاتىٰهم الله من فضله هو خيرا لهم بل هو شر لهم سيطوقون ما بخلوا به يوم القيٰمة ولله ميرٰث السمٰوٰت والارض والله بما تعملون خبير,سورة ال عمران,40
3,181,لقد سمع الله قول الذين قالوا ان الله فقير ونحن اغنياء سنكتب ما قالوا وقتلهم الانبياء بغير حق ونقول ذوقوا عذاب الحريق,سورة ال عمران,43
3,182,ذٰلك بما قدمت ايديكم وان الله ليس بظلام للعبيد,سورة ال عمران,21
3,183,الذين قالوا ان الله عهد الينا الا نؤمن لرسول حتىٰ ياتينا بقربان تاكله النار قل قد جاءكم رسل من قبلي بالبينٰت وبالذي قلتم فلم قتلتموهم ان كنتم صٰدقين,سورة ال عمران,1
3,184,فان كذبوك فقد كذب رسل من قبلك جاءو بالبينٰت والزبر والكتٰب المنير,سورة ال عمران,59
3,185,كل نفس ذائقة الموت وانما توفون اجوركم يوم القيٰمة فمن زحزح عن النار وادخل الجنة فقد فاز وما الحيوٰة الدنيا الا متٰع الغرور,سورة ال عمران,40
3,186,لتبلون في اموٰلكم وانفسكم ولتسمعن من الذين اوتوا الكتٰب من قبلكم ومن الذين اشركوا اذى كثيرا وان تصبروا وتتقوا فان ذٰلك من عزم الامور,سورة ال عمران,59
3,187,واذ اخذ الله ميثٰق الذين اوتوا الكتٰب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا فبئس ما يشترون,سورة ال عمران,41
3,188,لا تحسبن الذين يفرحون بما اتوا ويحبون ان يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ولهم عذاب اليم,سورة ال عمران,43
3,189,ولله ملك السمٰوٰت والارض والله علىٰ كل شيء قدير,سورة ال عمران,66
3,190,ان في خلق السمٰوٰت والارض واختلٰف اليل والنهار لايٰت لاولي الالبٰب,سورة ال عمران,66
3,191,الذين يذكرون الله قيٰما وقعودا وعلىٰ جنوبهم ويتفكرون في خلق السمٰوٰت والارض ربنا ما خلقت هٰذا بٰطلا سبحٰنك فقنا عذاب النار,سورة ال عمران,66
3,192,ربنا انك من تدخل النار فقد اخزيته وما للظٰلمين من انصار,سورة ال عمران,59
3,193,ربنا اننا سمعنا مناديا ينادي للايمٰن ان ءامنوا بربكم فامنا ربنا فاغفر لنا ذنوبنا وكفر عنا سياتنا وتوفنا مع الابرار,سورة ال عمران,0
3,194,ربنا وءاتنا ما وعدتنا علىٰ رسلك ولا تخزنا يوم القيٰمة انك لا تخلف الميعاد,سورة ال عمران,40
3,195,فاستجاب لهم ربهم اني لا اضيع عمل عٰمل منكم من ذكر او انثىٰ بعضكم من بعض فالذين هاجروا واخرجوا من ديٰرهم واوذوا في سبيلي وقٰتلوا وقتلوا لاكفرن عنهم سياتهم ولادخلنهم جنٰت تجري من تحتها الانهٰر ثوابا من عند الله والله عنده حسن الثواب,سورة ال عمران,13
3,196,لا يغرنك تقلب الذين كفروا في البلٰد,سورة ال عمران,43
3,197,متٰع قليل ثم ماوىٰهم جهنم وبئس المهاد,سورة ال عمران,45
3,198,لٰكن الذين اتقوا ربهم لهم جنٰت تجري من تحتها الانهٰر خٰلدين فيها نزلا من عند الله وما عند الله خير للابرار,سورة ال عمران,13
3,199,وان من اهل الكتٰب لمن يؤمن بالله وما انزل اليكم وما انزل اليهم خٰشعين لله لا يشترون بايٰت الله ثمنا قليلا اولٰئك لهم اجرهم عند ربهم ان الله سريع الحساب,سورة ال عمران,63
3,200,يٰايها الذين ءامنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون,سورة ال عمران,62
4,0,سورة النساء,سورة النساء,6
4,0,بسم الله الرحمٰن الرحيم,سورة النساء,10
4,1,يٰايها الناس اتقوا ربكم الذي خلقكم من نفس وٰحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء واتقوا الله الذي تساءلون به والارحام ان الله كان عليكم رقيبا,سورة النساء,50
4,2,وءاتوا اليتٰمىٰ اموٰلهم ولا تتبدلوا الخبيث بالطيب ولا تاكلوا اموٰلهم الىٰ اموٰلكم انه كان حوبا كبيرا,سورة النساء,44
4,3,وان خفتم الا تقسطوا في اليتٰمىٰ فانكحوا ما طاب لكم من النساء مثنىٰ وثلٰث وربٰع فان خفتم الا تعدلوا فوٰحدة او ما ملكت ايمٰنكم ذٰلك ادنىٰ الا تعولوا,سورة النساء,31
4,4,وءاتوا النساء صدقٰتهن نحلة فان طبن لكم عن شيء منه نفسا فكلوه هنيا مريا,سورة النساء,0
4,5,ولا تؤتوا السفهاء اموٰلكم التي جعل الله لكم قيٰما وارزقوهم فيها واكسوهم وقولوا لهم قولا معروفا,سورة النساء,38
4,6,وابتلوا اليتٰمىٰ حتىٰ اذا بلغوا النكاح فان ءانستم منهم رشدا فادفعوا اليهم اموٰلهم ولا تاكلوها اسرافا وبدارا ان يكبروا ومن كان غنيا فليستعفف ومن كان فقيرا فلياكل بالمعروف فاذا دفعتم اليهم اموٰلهم فاشهدوا عليهم وكفىٰ بالله حسيبا,سورة النساء,11
4,7,للرجال نصيب مما ترك الوٰلدان والاقربون وللنساء نصيب مما ترك الوٰلدان والاقربون مما قل منه او كثر نصيبا مفروضا,سورة النساء,0
4,8,واذا حضر القسمة اولوا القربىٰ واليتٰمىٰ والمسٰكين فارزقوهم منه وقولوا لهم قولا معروفا,سورة النساء,54
4,9,وليخش الذين لو تركوا من خلفهم ذرية ضعٰفا خافوا عليهم فليتقوا الله وليقولوا قولا سديدا,سورة النساء,59
4,10,ان الذين ياكلون اموٰل اليتٰمىٰ ظلما انما ياكلون في بطونهم نارا وسيصلون سعيرا,سورة النساء,17
4,11,يوصيكم الله في اولٰدكم للذكر مثل حظ الانثيين فان كن نساء فوق اثنتين فلهن ثلثا ما ترك وان كانت وٰحدة فلها النصف ولابويه لكل وٰحد منهما السدس مما ترك ان كان له ولد فان لم يكن له ولد وورثه ابواه فلامه الثلث فان كان له اخوة فلامه السدس من بعد وصية يوصي بها او دين ءاباؤكم وابناؤكم لا تدرون ايهم اقرب لكم نفعا فريضة من الله ان الله كان عليما حكيما,سورة النساء,3
4,12,ولكم نصف ما ترك ازوٰجكم ان لم يكن لهن ولد فان كان لهن ولد فلكم الربع مما تركن من بعد وصية يوصين بها او دين ولهن الربع مما تركتم ان لم يكن لكم ولد فان كان لكم ولد فلهن الثمن مما تركتم من بعد وصية توصون بها او دين وان كان رجل يورث كلٰلة او امراة وله اخ او اخت فلكل وٰحد منهما السدس فان كانوا اكثر من ذٰلك فهم شركاء في الثلث من بعد وصية يوصىٰ بها او دين غير مضار وصية من الله والله عليم حليم,سورة النساء,30
4,13,تلك حدود الله ومن يطع الله ورسوله يدخله جنٰت تجري من تحتها الانهٰر خٰلدين فيها وذٰلك الفوز العظيم,سورة النساء,13
4,14,ومن يعص الله ورسوله ويتعد حدوده يدخله نارا خٰلدا فيها وله عذاب مهين,سورة النساء,3
4,15,والٰتي ياتين الفٰحشة من نسائكم فاستشهدوا عليهن اربعة منكم فان شهدوا فامسكوهن في البيوت حتىٰ يتوفىٰهن الموت او يجعل الله لهن سبيلا,سورة النساء,30
4,16,والذان ياتيٰنها منكم فاذوهما فان تابا واصلحا فاعرضوا عنهما ان الله كان توابا رحيما,سورة النساء,19
4,17,انما التوبة على الله للذين يعملون السوء بجهٰلة ثم يتوبون من قريب فاولٰئك يتوب الله عليهم وكان الله عليما حكيما,سورة النساء,32
4,18,وليست التوبة للذين يعملون السيات حتىٰ اذا حضر احدهم الموت قال اني تبت الٰن ولا الذين يموتون وهم كفار اولٰئك اعتدنا لهم عذابا اليما,سورة النساء,63
4,19,يٰايها الذين ءامنوا لا يحل لكم ان ترثوا النساء كرها ولا تعضلوهن لتذهبوا ببعض ما ءاتيتموهن الا ان ياتين بفٰحشة مبينة وعاشروهن بالمعروف فان كرهتموهن فعسىٰ ان تكرهوا شيا ويجعل الله فيه خيرا كثيرا,سورة النساء,62
4,20,وان اردتم استبدال زوج مكان زوج وءاتيتم احدىٰهن قنطارا فلا تاخذوا منه شيا اتاخذونه بهتٰنا واثما مبينا,سورة النساء,0
4,21,وكيف تاخذونه وقد افضىٰ بعضكم الىٰ بعض واخذن منكم ميثٰقا غليظا,سورة النساء,67
4,22,ولا تنكحوا ما نكح ءاباؤكم من النساء الا ما قد سلف انه كان فٰحشة ومقتا وساء سبيلا,سورة النساء,36
4,23,حرمت عليكم امهٰتكم وبناتكم واخوٰتكم وعمٰتكم وخٰلٰتكم وبنات الاخ وبنات الاخت وامهٰتكم الٰتي ارضعنكم واخوٰتكم من الرضٰعة وامهٰت نسائكم وربٰئبكم الٰتي في حجوركم من نسائكم الٰتي دخلتم بهن فان لم تكونوا دخلتم بهن فلا جناح عليكم وحلٰئل ابنائكم الذين من اصلٰبكم وان تجمعوا بين الاختين الا ما قد سلف ان الله كان غفورا رحيما,سورة النساء,59
4,24,والمحصنٰت من النساء الا ما ملكت ايمٰنكم كتٰب الله عليكم واحل لكم ما وراء ذٰلكم ان تبتغوا باموٰلكم محصنين غير مسٰفحين فما استمتعتم به منهن فاتوهن اجورهن فريضة ولا جناح عليكم فيما ترٰضيتم به من بعد الفريضة ان الله كان عليما حكيما,سورة النساء,41
4,25,ومن لم يستطع منكم طولا ان ينكح المحصنٰت المؤمنٰت فمن ما ملكت ايمٰنكم من فتيٰتكم المؤمنٰت والله اعلم بايمٰنكم بعضكم من بعض فانكحوهن باذن اهلهن وءاتوهن اجورهن بالمعروف محصنٰت غير مسٰفحٰت ولا متخذٰت اخدان فاذا احصن فان اتين بفٰحشة فعليهن نصف ما على المحصنٰت من العذاب ذٰلك لمن خشي العنت منكم وان تصبروا خير لكم والله غفور رحيم,سورة النساء,19
4,26,يريد الله ليبين لكم ويهديكم سنن الذين من قبلكم ويتوب عليكم والله عليم حكيم,سورة النساء,5
4,27,والله يريد ان يتوب عليكم ويريد الذين يتبعون الشهوٰت ان تميلوا ميلا عظيما,سورة النساء,43
4,28,يريد الله ان يخفف عنكم وخلق الانسٰن ضعيفا,سورة النساء,0
4,29,يٰايها الذين ءامنوا لا تاكلوا اموٰلكم بينكم بالبٰطل الا ان تكون تجٰرة عن تراض منكم ولا تقتلوا انفسكم ان الله كان بكم رحيما,سورة النساء,62
4,30,ومن يفعل ذٰلك عدوٰنا وظلما فسوف نصليه نارا وكان ذٰلك على الله يسيرا,سورة النساء,21
4,31,ان تجتنبوا كبائر ما تنهون عنه نكفر عنكم سياتكم وندخلكم مدخلا كريما,سورة النساء,15
4,32,ولا تتمنوا ما فضل الله به بعضكم علىٰ بعض للرجال نصيب مما اكتسبوا وللنساء نصيب مما اكتسبن وسلوا الله من فضله ان الله كان بكل شيء عليما,سورة النساء,67
4,33,ولكل جعلنا موٰلي مما ترك الوٰلدان والاقربون والذين عقدت ايمٰنكم فاتوهم نصيبهم ان الله كان علىٰ كل شيء شهيدا,سورة النساء,53
4,34,الرجال قوٰمون على النساء بما فضل الله بعضهم علىٰ بعض وبما انفقوا من اموٰلهم فالصٰلحٰت قٰنتٰت حٰفظٰت للغيب بما حفظ الله والٰتي تخافون نشوزهن فعظوهن واهجروهن في المضاجع واضربوهن فان اطعنكم فلا تبغوا عليهن سبيلا ان الله كان عليا كبيرا,سورة النساء,67
4,35,وان خفتم شقاق بينهما فابعثوا حكما من اهله وحكما من اهلها ان يريدا اصلٰحا يوفق الله بينهما ان الله كان عليما خبيرا,سورة النساء,3
4,36,واعبدوا الله ولا تشركوا به شيا وبالوٰلدين احسٰنا وبذي القربىٰ واليتٰمىٰ والمسٰكين والجار ذي القربىٰ والجار الجنب والصاحب بالجنب وابن السبيل وما ملكت ايمٰنكم ان الله لا يحب من كان مختالا فخورا,سورة النساء,17
4,37,الذين يبخلون ويامرون الناس بالبخل ويكتمون ما ءاتىٰهم الله من فضله واعتدنا للكٰفرين عذابا مهينا,سورة النساء,7
4,38,والذين ينفقون اموٰلهم رئاء الناس ولا يؤمنون بالله ولا باليوم الاخر ومن يكن الشيطٰن له قرينا فساء قرينا,سورة النساء,44
4,39,وماذا عليهم لو ءامنوا بالله واليوم الاخر وانفقوا مما رزقهم الله وكان الله بهم عليما,سورة النساء,32
4,40,ان الله لا يظلم مثقال ذرة وان تك حسنة يضٰعفها ويؤت من لدنه اجرا عظيما,سورة النساء,43
4,41,فكيف اذا جئنا من كل امة بشهيد وجئنا بك علىٰ هٰؤلاء شهيدا,سورة النساء,39
4,42,يومئذ يود الذين كفروا وعصوا الرسول لو تسوىٰ بهم الارض ولا يكتمون الله حديثا,سورة النساء,44
4,43,يٰايها الذين ءامنوا لا تقربوا الصلوٰة وانتم سكٰرىٰ حتىٰ تعلموا ما تقولون ولا جنبا الا عابري سبيل حتىٰ تغتسلوا وان كنتم مرضىٰ او علىٰ سفر او جاء احد منكم من الغائط او لٰمستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وايديكم ان الله كان عفوا غفورا,سورة النساء,30
4,44,الم تر الى الذين اوتوا نصيبا من الكتٰب يشترون الضلٰلة ويريدون ان تضلوا السبيل,سورة النساء,55
4,45,والله اعلم باعدائكم وكفىٰ بالله وليا وكفىٰ بالله نصيرا,سورة النساء,0
4,46,من الذين هادوا يحرفون الكلم عن مواضعه ويقولون سمعنا وعصينا واسمع غير مسمع ورٰعنا ليا بالسنتهم وطعنا في الدين ولو انهم قالوا سمعنا واطعنا واسمع وانظرنا لكان خيرا لهم واقوم ولٰكن لعنهم الله بكفرهم فلا يؤمنون الا قليلا,سورة النساء,43
4,47,يٰايها الذين اوتوا الكتٰب ءامنوا بما نزلنا مصدقا لما معكم من قبل ان نطمس وجوها فنردها علىٰ ادبارها او نلعنهم كما لعنا اصحٰب السبت وكان امر الله مفعولا,سورة النساء,62
4,48,ان الله لا يغفر ان يشرك به ويغفر ما دون ذٰلك لمن يشاء ومن يشرك بالله فقد افترىٰ اثما عظيما,سورة النساء,19
4,49,الم تر الى الذين يزكون انفسهم بل الله يزكي من يشاء ولا يظلمون فتيلا,سورة النساء,55
4,50,انظر كيف يفترون على الله الكذب وكفىٰ به اثما مبينا,سورة النساء,41
4,51,الم تر الى الذين اوتوا نصيبا من الكتٰب يؤمنون بالجبت والطٰغوت ويقولون للذين كفروا هٰؤلاء اهدىٰ من الذين ءامنوا سبيلا,سورة النساء,55
4,52,اولٰئك الذين لعنهم الله ومن يلعن الله فلن تجد له نصيرا,سورة النساء,63
4,53,ام لهم نصيب من الملك فاذا لا يؤتون الناس نقيرا,سورة النساء,60
4,54,ام يحسدون الناس علىٰ ما ءاتىٰهم الله من فضله فقد ءاتينا ءال ابرٰهيم الكتٰب والحكمة وءاتينٰهم ملكا عظيما,سورة النساء,58
4,55,فمنهم من ءامن به ومنهم من صد عنه وكفىٰ بجهنم سعيرا,سورة النساء,15
4,56,ان الذين كفروا بايٰتنا سوف نصليهم نارا كلما نضجت جلودهم بدلنٰهم جلودا غيرها ليذوقوا العذاب ان الله كان عزيزا حكيما,سورة النساء,28
4,57,والذين ءامنوا وعملوا الصٰلحٰت سندخلهم جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا لهم فيها ازوٰج مطهرة وندخلهم ظلا ظليلا,سورة النساء,2
4,58,ان الله يامركم ان تؤدوا الامٰنٰت الىٰ اهلها واذا حكمتم بين الناس ان تحكموا بالعدل ان الله نعما يعظكم به ان الله كان سميعا بصيرا,سورة النساء,3
4,59,يٰايها الذين ءامنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم فان تنٰزعتم في شيء فردوه الى الله والرسول ان كنتم تؤمنون بالله واليوم الاخر ذٰلك خير واحسن تاويلا,سورة النساء,62
4,60,الم تر الى الذين يزعمون انهم ءامنوا بما انزل اليك وما انزل من قبلك يريدون ان يتحاكموا الى الطٰغوت وقد امروا ان يكفروا به ويريد الشيطٰن ان يضلهم ضلٰلا بعيدا,سورة النساء,55
4,61,واذا قيل لهم تعالوا الىٰ ما انزل الله والى الرسول رايت المنٰفقين يصدون عنك صدودا,سورة النساء,54
4,62,فكيف اذا اصٰبتهم مصيبة بما قدمت ايديهم ثم جاءوك يحلفون بالله ان اردنا الا احسٰنا وتوفيقا,سورة النساء,11
4,63,اولٰئك الذين يعلم الله ما في قلوبهم فاعرض عنهم وعظهم وقل لهم في انفسهم قولا بليغا,سورة النساء,63
4,64,وما ارسلنا من رسول الا ليطاع باذن الله ولو انهم اذ ظلموا انفسهم جاءوك فاستغفروا الله واستغفر لهم الرسول لوجدوا الله توابا رحيما,سورة النساء,3
4,65,فلا وربك لا يؤمنون حتىٰ يحكموك فيما شجر بينهم ثم لا يجدوا في انفسهم حرجا مما قضيت ويسلموا تسليما,سورة النساء,43
4,66,ولو انا كتبنا عليهم ان اقتلوا انفسكم او اخرجوا من ديٰركم ما فعلوه الا قليل منهم ولو انهم فعلوا ما يوعظون به لكان خيرا لهم واشد تثبيتا,سورة النساء,18
4,67,واذا لاتينٰهم من لدنا اجرا عظيما,سورة النساء,54
4,68,ولهدينٰهم صرٰطا مستقيما,سورة النساء,9
4,69,ومن يطع الله والرسول فاولٰئك مع الذين انعم الله عليهم من النبين والصديقين والشهداء والصٰلحين وحسن اولٰئك رفيقا,سورة النساء,63
4,70,ذٰلك الفضل من الله وكفىٰ بالله عليما,سورة النساء,21
4,71,يٰايها الذين ءامنوا خذوا حذركم فانفروا ثبات او انفروا جميعا,سورة النساء,62
4,72,وان منكم لمن ليبطئن فان اصٰبتكم مصيبة قال قد انعم الله علي اذ لم اكن معهم شهيدا,سورة النساء,19
4,73,ولئن اصٰبكم فضل من الله ليقولن كان لم تكن بينكم وبينه مودة يٰليتني كنت معهم فافوز فوزا عظيما,سورة النساء,59
4,74,فليقٰتل في سبيل الله الذين يشرون الحيوٰة الدنيا بالاخرة ومن يقٰتل في سبيل الله فيقتل او يغلب فسوف نؤتيه اجرا عظيما,سورة النساء,8
4,75,وما لكم لا تقٰتلون في سبيل الله والمستضعفين من الرجال والنساء والولدٰن الذين يقولون ربنا اخرجنا من هٰذه القرية الظالم اهلها واجعل لنا من لدنك وليا واجعل لنا من لدنك نصيرا,سورة النساء,59
4,76,الذين ءامنوا يقٰتلون في سبيل الله والذين كفروا يقٰتلون في سبيل الطٰغوت فقٰتلوا اولياء الشيطٰن ان كيد الشيطٰن كان ضعيفا,سورة النساء,62
4,77,الم تر الى الذين قيل لهم كفوا ايديكم واقيموا الصلوٰة وءاتوا الزكوٰة فلما كتب عليهم القتال اذا فريق منهم يخشون الناس كخشية الله او اشد خشية وقالوا ربنا لم كتبت علينا القتال لولا اخرتنا الىٰ اجل قريب قل متٰع الدنيا قليل والاخرة خير لمن اتقىٰ ولا تظلمون فتيلا,سورة النساء,55
4,78,اينما تكونوا يدرككم الموت ولو كنتم في بروج مشيدة وان تصبهم حسنة يقولوا هٰذه من عند الله وان تصبهم سيئة يقولوا هٰذه من عندك قل كل من عند الله فمال هٰؤلاء القوم لا يكادون يفقهون حديثا,سورة النساء,17
4,79,ما اصابك من حسنة فمن الله وما اصابك من سيئة فمن نفسك وارسلنٰك للناس رسولا وكفىٰ بالله شهيدا,سورة النساء,53
4,80,من يطع الرسول فقد اطاع الله ومن تولىٰ فما ارسلنٰك عليهم حفيظا,سورة النساء,3
4,81,ويقولون طاعة فاذا برزوا من عندك بيت طائفة منهم غير الذي تقول والله يكتب ما يبيتون فاعرض عنهم وتوكل على الله وكفىٰ بالله وكيلا,سورة النساء,48
4,82,افلا يتدبرون القرءان ولو كان من عند غير الله لوجدوا فيه اختلٰفا كثيرا,سورة النساء,50
4,83,واذا جاءهم امر من الامن او الخوف اذاعوا به ولو ردوه الى الرسول والىٰ اولي الامر منهم لعلمه الذين يستنبطونه منهم ولولا فضل الله عليكم ورحمته لاتبعتم الشيطٰن الا قليلا,سورة النساء,54
4,84,فقٰتل في سبيل الله لا تكلف الا نفسك وحرض المؤمنين عسى الله ان يكف باس الذين كفروا والله اشد باسا واشد تنكيلا,سورة النساء,43
4,85,من يشفع شفٰعة حسنة يكن له نصيب منها ومن يشفع شفٰعة سيئة يكن له كفل منها وكان الله علىٰ كل شيء مقيتا,سورة النساء,64
4,86,واذا حييتم بتحية فحيوا باحسن منها او ردوها ان الله كان علىٰ كل شيء حسيبا,سورة النساء,64
4,87,الله لا الٰه الا هو ليجمعنكم الىٰ يوم القيٰمة لا ريب فيه ومن اصدق من الله حديثا,سورة النساء,40
4,88,فما لكم في المنٰفقين فئتين والله اركسهم بما كسبوا اتريدون ان تهدوا من اضل الله ومن يضلل الله فلن تجد له سبيلا,سورة النساء,3
4,89,ودوا لو تكفرون كما كفروا فتكونون سواء فلا تتخذوا منهم اولياء حتىٰ يهاجروا في سبيل الله فان تولوا فخذوهم واقتلوهم حيث وجدتموهم ولا تتخذوا منهم وليا ولا نصيرا,سورة النساء,44
4,90,الا الذين يصلون الىٰ قوم بينكم وبينهم ميثٰق او جاءوكم حصرت صدورهم ان يقٰتلوكم او يقٰتلوا قومهم ولو شاء الله لسلطهم عليكم فلقٰتلوكم فان اعتزلوكم فلم يقٰتلوكم والقوا اليكم السلم فما جعل الله لكم عليهم سبيلا,سورة النساء,30
4,91,ستجدون ءاخرين يريدون ان يامنوكم ويامنوا قومهم كل ما ردوا الى الفتنة اركسوا فيها فان لم يعتزلوكم ويلقوا اليكم السلم ويكفوا ايديهم فخذوهم واقتلوهم حيث ثقفتموهم واولٰئكم جعلنا لكم عليهم سلطٰنا مبينا,سورة النساء,0
4,92,وما كان لمؤمن ان يقتل مؤمنا الا خطا ومن قتل مؤمنا خطا فتحرير رقبة مؤمنة ودية مسلمة الىٰ اهله الا ان يصدقوا فان كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة وان كان من قوم بينكم وبينهم ميثٰق فدية مسلمة الىٰ اهله وتحرير رقبة مؤمنة فمن لم يجد فصيام شهرين متتابعين توبة من الله وكان الله عليما حكيما,سورة النساء,32
4,93,ومن يقتل مؤمنا متعمدا فجزاؤه جهنم خٰلدا فيها وغضب الله عليه ولعنه واعد له عذابا عظيما,سورة النساء,38
4,94,يٰايها الذين ءامنوا اذا ضربتم في سبيل الله فتبينوا ولا تقولوا لمن القىٰ اليكم السلٰم لست مؤمنا تبتغون عرض الحيوٰة الدنيا فعند الله مغانم كثيرة كذٰلك كنتم من قبل فمن الله عليكم فتبينوا ان الله كان بما تعملون خبيرا,سورة النساء,62
4,95,لا يستوي القٰعدون من المؤمنين غير اولي الضرر والمجٰهدون في سبيل الله باموٰلهم وانفسهم فضل الله المجٰهدين باموٰلهم وانفسهم على القٰعدين درجة وكلا وعد الله الحسنىٰ وفضل الله المجٰهدين على القٰعدين اجرا عظيما,سورة النساء,3
4,96,درجٰت منه ومغفرة ورحمة وكان الله غفورا رحيما,سورة النساء,32
4,97,ان الذين توفىٰهم الملٰئكة ظالمي انفسهم قالوا فيم كنتم قالوا كنا مستضعفين في الارض قالوا الم تكن ارض الله وٰسعة فتهاجروا فيها فاولٰئك ماوىٰهم جهنم وساءت مصيرا,سورة النساء,9
4,98,الا المستضعفين من الرجال والنساء والولدٰن لا يستطيعون حيلة ولا يهتدون سبيلا,سورة النساء,44
4,99,فاولٰئك عسى الله ان يعفو عنهم وكان الله عفوا غفورا,سورة النساء,32
4,100,ومن يهاجر في سبيل الله يجد في الارض مرٰغما كثيرا وسعة ومن يخرج من بيته مهاجرا الى الله ورسوله ثم يدركه الموت فقد وقع اجره على الله وكان الله غفورا رحيما,سورة النساء,3
4,101,واذا ضربتم في الارض فليس عليكم جناح ان تقصروا من الصلوٰة ان خفتم ان يفتنكم الذين كفروا ان الكٰفرين كانوا لكم عدوا مبينا,سورة النساء,7
4,102,واذا كنت فيهم فاقمت لهم الصلوٰة فلتقم طائفة منهم معك ولياخذوا اسلحتهم فاذا سجدوا فليكونوا من ورائكم ولتات طائفة اخرىٰ لم يصلوا فليصلوا معك ولياخذوا حذرهم واسلحتهم ود الذين كفروا لو تغفلون عن اسلحتكم وامتعتكم فيميلون عليكم ميلة وٰحدة ولا جناح عليكم ان كان بكم اذى من مطر او كنتم مرضىٰ ان تضعوا اسلحتكم وخذوا حذركم ان الله اعد للكٰفرين عذابا مهينا,سورة النساء,7
4,103,فاذا قضيتم الصلوٰة فاذكروا الله قيٰما وقعودا وعلىٰ جنوبكم فاذا اطماننتم فاقيموا الصلوٰة ان الصلوٰة كانت على المؤمنين كتٰبا موقوتا,سورة النساء,48
4,104,ولا تهنوا في ابتغاء القوم ان تكونوا تالمون فانهم يالمون كما تالمون وترجون من الله ما لا يرجون وكان الله عليما حكيما,سورة النساء,32
4,105,انا انزلنا اليك الكتٰب بالحق لتحكم بين الناس بما ارىٰك الله ولا تكن للخائنين خصيما,سورة النساء,44
4,106,واستغفر الله ان الله كان غفورا رحيما,سورة النساء,32
4,107,ولا تجٰدل عن الذين يختانون انفسهم ان الله لا يحب من كان خوانا اثيما,سورة النساء,43
4,108,يستخفون من الناس ولا يستخفون من الله وهو معهم اذ يبيتون ما لا يرضىٰ من القول وكان الله بما يعملون محيطا,سورة النساء,59
4,109,هٰانتم هٰؤلاء جٰدلتم عنهم في الحيوٰة الدنيا فمن يجٰدل الله عنهم يوم القيٰمة ام من يكون عليهم وكيلا,سورة النساء,40
4,110,ومن يعمل سوءا او يظلم نفسه ثم يستغفر الله يجد الله غفورا رحيما,سورة النساء,32
4,111,ومن يكسب اثما فانما يكسبه علىٰ نفسه وكان الله عليما حكيما,سورة النساء,32
4,112,ومن يكسب خطية او اثما ثم يرم به بريا فقد احتمل بهتٰنا واثما مبينا,سورة النساء,41
4,113,ولولا فضل الله عليك ورحمته لهمت طائفة منهم ان يضلوك وما يضلون الا انفسهم وما يضرونك من شيء وانزل الله عليك الكتٰب والحكمة وعلمك ما لم تكن تعلم وكان فضل الله عليك عظيما,سورة النساء,29
4,114,لا خير في كثير من نجوىٰهم الا من امر بصدقة او معروف او اصلٰح بين الناس ومن يفعل ذٰلك ابتغاء مرضات الله فسوف نؤتيه اجرا عظيما,سورة النساء,30
4,115,ومن يشاقق الرسول من بعد ما تبين له الهدىٰ ويتبع غير سبيل المؤمنين نوله ما تولىٰ ونصله جهنم وساءت مصيرا,سورة النساء,59
4,116,ان الله لا يغفر ان يشرك به ويغفر ما دون ذٰلك لمن يشاء ومن يشرك بالله فقد ضل ضلٰلا بعيدا,سورة النساء,19
4,117,ان يدعون من دونه الا انٰثا وان يدعون الا شيطٰنا مريدا,سورة النساء,31
4,118,لعنه الله وقال لاتخذن من عبادك نصيبا مفروضا,سورة النساء,59
4,119,ولاضلنهم ولامنينهم ولامرنهم فليبتكن ءاذان الانعٰم ولامرنهم فليغيرن خلق الله ومن يتخذ الشيطٰن وليا من دون الله فقد خسر خسرانا مبينا,سورة النساء,3
4,120,يعدهم ويمنيهم وما يعدهم الشيطٰن الا غرورا,سورة النساء,31
4,121,اولٰئك ماوىٰهم جهنم ولا يجدون عنها محيصا,سورة النساء,63
4,122,والذين ءامنوا وعملوا الصٰلحٰت سندخلهم جنٰت تجري من تحتها الانهٰر خٰلدين فيها ابدا وعد الله حقا ومن اصدق من الله قيلا,سورة النساء,2
4,123,ليس بامانيكم ولا اماني اهل الكتٰب من يعمل سوءا يجز به ولا يجد له من دون الله وليا ولا نصيرا,سورة النساء,44
